gameId,playId,nflId,displayName,frameId,frameType,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event,filter_id,week,xpass,pPass,away_team,home_team,posteam,defteam,qtr,down,ydstogo,posteam_score,defteam_score,desc,home_team_color,home_team_color2,away_team_color,away_team_color2
2022091810,2785,35470,Jerry Hughes,61,BEFORE_SNAP,2022-09-18T22:26:00Z,55,HOU,left,67.76,28.55,0.12,0.35,0.02,91.59,121.96,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,62,BEFORE_SNAP,2022-09-18T22:26:00Z,55,HOU,left,67.76,28.54,0.13,0.33,0.01,91.59,147.52,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,63,BEFORE_SNAP,2022-09-18T22:26:00Z,55,HOU,left,67.77,28.54,0.12,0.09,0.01,90.74,133.3,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,64,BEFORE_SNAP,2022-09-18T22:26:00Z,55,HOU,left,67.79,28.53,0.15,0.06,0.02,90.08,130.09,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,65,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.8,28.52,0.13,0.03,0.01,89.34,127.11,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,66,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.81,28.52,0.12,0.05,0.01,90.27,119.42,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,67,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.81,28.52,0.09,0.07,0.01,90.27,100.28,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,68,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.83,28.52,0.1,0.06,0.02,87.28,101.02,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,69,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.85,28.51,0.12,0.07,0.02,85.36,105.46,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,70,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.87,28.5,0.14,0.08,0.03,85.36,106.55,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,71,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.88,28.49,0.14,0.09,0.02,85.36,114.69,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,72,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.89,28.48,0.12,0.09,0.01,85.36,117.99,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,73,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.9,28.47,0.12,0.09,0.01,83.71,122.03,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,74,BEFORE_SNAP,2022-09-18T22:26:01Z,55,HOU,left,67.9,28.48,0.09,0.08,0.01,82.84,113.27,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,75,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.91,28.46,0.09,0.08,0.02,83.85,122.74,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,76,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.91,28.47,0.07,0.07,0.01,83.85,118.54,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,77,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.92,28.45,0.07,0.07,0.01,82.16,123.24,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,78,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.93,28.44,0.07,0.07,0.02,80.33,126.33,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,79,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.94,28.44,0.07,0.07,0.02,79.61,123.17,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,80,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.94,28.44,0.06,0.06,0.01,78.56,120.66,man_in_motion,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,81,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.94,28.45,0.04,0.05,0.01,77.18,120.52,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,82,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.93,28.45,0.04,0.04,0.01,75.26,117.96,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,83,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.93,28.46,0.03,0.03,0,73,116.02,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,84,BEFORE_SNAP,2022-09-18T22:26:02Z,55,HOU,left,67.94,28.46,0.03,0.03,0.01,70.93,112.46,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,85,BEFORE_SNAP,2022-09-18T22:26:03Z,55,HOU,left,67.95,28.46,0.03,0.03,0.01,70.93,111.49,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,86,BEFORE_SNAP,2022-09-18T22:26:03Z,55,HOU,left,67.97,28.43,0.03,0.03,0.03,70.93,119.87,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,35470,Jerry Hughes,87,BEFORE_SNAP,2022-09-18T22:26:03Z,55,HOU,left,67.97,28.43,0.03,0.03,0,70.18,119.03,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,47,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.75,23.9,0.14,0.31,0.01,257.49,188.17,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,48,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.76,23.89,0.07,0.35,0.01,259.09,127.58,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,49,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.76,23.89,0.07,0.23,0.01,260.55,114.79,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,50,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.76,23.89,0.06,0.17,0,261.32,74.64,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,51,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.76,23.89,0.04,0.1,0,262.65,63.99,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,52,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.76,23.88,0.04,0.06,0.01,262.65,134.13,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,53,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.77,23.87,0.06,0.05,0.01,264.07,133.36,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,54,BEFORE_SNAP,2022-09-18T22:25:59Z,3,DEN,left,69.78,23.89,0.05,0.03,0.02,264.07,64.85,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,55,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.78,23.87,0.05,0.03,0.02,264.07,109.32,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,56,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.86,0.06,0.04,0.01,264.07,124.66,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,57,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.86,0.05,0.03,0,264.07,119.23,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,58,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.86,0.04,0.03,0.01,262.63,115.38,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,59,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.86,0.03,0.03,0,262.63,110.34,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,60,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.8,23.86,0.03,0.02,0,262.63,106.25,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,61,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.8,23.87,0.03,0.02,0,262.63,97.57,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,62,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.87,0.02,0.02,0,262.63,94.97,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,63,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.79,23.87,0.02,0.01,0.01,262.63,89.62,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,64,BEFORE_SNAP,2022-09-18T22:26:00Z,3,DEN,left,69.78,23.87,0.01,0.01,0.01,263.44,88.73,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
2022091810,2785,38605,Russell Wilson,65,BEFORE_SNAP,2022-09-18T22:26:01Z,3,DEN,left,69.78,23.86,0.01,0.01,0.01,263.44,121.64,NA,20220918102785,2,0.513918698,0.147204235,HOU,DEN,DEN,HOU,3,1,10,6,9,"(7:56) 33-J.Williams right end to DEN 44 for 2 yards (50-M.Dwumfour, 5-J.Pitre). HOU-57-K.Pierre-Louis was injured during the play.",#002244,#FB4F14,#03202F,#A71930
